ROWID,Country,State lgd code,State,District lgd code,District,YearCode,Year,Reported land area ,Forest land area,Land area under non-agricultural uses,Barren and unculturable land area,Permanent pasture and other grazing land area,Land under miscellaneous Tree Crops and Groves not included in Net Area Sown,Culturable waste land area,Fallow lands other than current fallow lands,Current Fallow land area,Net sown land area,Cropped land area,Land area sown more than once
168,India,1,Jammu And Kashmir,626,Ganderbal,2016,"Agriculture Year (Jul - Jun), 2016",39304,992,3161,1710,1790,1299,2478,5489,7157,15228,20395,5167
169,India,1,Jammu And Kashmir,626,Ganderbal,2017,"Agriculture Year (Jul - Jun), 2017",39304,1048,3205,1710,1790,1458,2423,5541,8661,13468,18862,5394
170,India,1,Jammu And Kashmir,626,Ganderbal,2018,"Agriculture Year (Jul - Jun), 2018",38151,1253,3040,2084,1790,1459,2019,5541,7370,13595,21112,7517
171,India,1,Jammu And Kashmir,626,Ganderbal,2019,"Agriculture Year (Jul - Jun), 2019",39304,1253,2852,2084,2482,1598,2019,5541,8172,13303,20286,6983
172,India,1,Jammu And Kashmir,627,Reasi,2011,"Agriculture Year (Jul - Jun), 2011",151701,67498,4595,24449,9724,6646,5149,332,8754,24554,40800,16246
173,India,1,Jammu And Kashmir,627,Reasi,2012,"Agriculture Year (Jul - Jun), 2012",151701,67498,5507,23587,9724,6646,5158,373,7844,25364,40854,15490
174,India,1,Jammu And Kashmir,627,Reasi,2013,"Agriculture Year (Jul - Jun), 2013",151701,67498,5507,23587,9724,6646,5158,236,7826,25519,40703,15184
175,India,1,Jammu And Kashmir,627,Reasi,2014,"Agriculture Year (Jul - Jun), 2014",151701,67498,5507,23587,9724,6646,5266,353,4467,28653,44149,15496
176,India,1,Jammu And Kashmir,627,Reasi,2015,"Agriculture Year (Jul - Jun), 2015",151700,67498,5507,23587,9724,6646,5266,3852,13806,15814,28306,12492
177,India,1,Jammu And Kashmir,627,Reasi,2016,"Agriculture Year (Jul - Jun), 2016",151931,67998,5507,21322,9724,7638,5190,330,13285,20937,36464,15527
178,India,1,Jammu And Kashmir,627,Reasi,2017,"Agriculture Year (Jul - Jun), 2017",151932,68058,5507,21322,9724,7638,5147,370,9497,24669,39769,15100
179,India,1,Jammu And Kashmir,627,Reasi,2018,"Agriculture Year (Jul - Jun), 2018",154931,68958,5507,21322,9724,7648,5312,315,16914,19231,34123,14892
180,India,1,Jammu And Kashmir,627,Reasi,2019,"Agriculture Year (Jul - Jun), 2019",151701,68958,5507,27211,9724,10553,5263,52,64,24369,40761,16392
181,India,2,Himachal Pradesh,15,Bilaspur,2011,"Agriculture Year (Jul - Jun), 2011",111776,14013,15845,4437,39583,151,6061,964,1535,29187,56010,26823
182,India,2,Himachal Pradesh,15,Bilaspur,2012,"Agriculture Year (Jul - Jun), 2012",111776,14013,15845,4437,39583,151,5433,964,1535,29815,53739,23924
183,India,2,Himachal Pradesh,15,Bilaspur,2013,"Agriculture Year (Jul - Jun), 2013",111776,14013,15845,4437,39583,151,5433,964,1535,29815,53452,23637
184,India,2,Himachal Pradesh,15,Bilaspur,2014,"Agriculture Year (Jul - Jun), 2014",111776,14013,15845,4437,39583,151,5433,964,1535,29815,52038,22223
185,India,2,Himachal Pradesh,15,Bilaspur,2015,"Agriculture Year (Jul - Jun), 2015",111776,14013,15845,4437,39583,151,5433,964,1535,29815,51789,21974
186,India,2,Himachal Pradesh,15,Bilaspur,2016,"Agriculture Year (Jul - Jun), 2016",111776,13798,17184,3335,39583,129,5433,964,1535,29815,55507,25692
187,India,2,Himachal Pradesh,15,Bilaspur,2017,"Agriculture Year (Jul - Jun), 2017",111776,13798,17184,3335,39583,129,5433,964,1535,29815,49007,19192
188,India,2,Himachal Pradesh,15,Bilaspur,2018,"Agriculture Year (Jul - Jun), 2018",111776,13798,17184,3335,39583,129,5433,964,1535,29815,58777,28962
189,India,2,Himachal Pradesh,15,Bilaspur,2019,"Agriculture Year (Jul - Jun), 2019",111776,13798,17184,3335,39583,129,5433,964,1535,29815,40314,10499
190,India,2,Himachal Pradesh,16,Chamba,2011,"Agriculture Year (Jul - Jun), 2011",692419,272008,15395,4747,348862,225,6893,711,2050,41528,66825,25297
191,India,2,Himachal Pradesh,16,Chamba,2012,"Agriculture Year (Jul - Jun), 2012",692419,272008,15677,4720,348684,338,6907,742,6208,37135,68834,31699
192,India,2,Himachal Pradesh,16,Chamba,2013,"Agriculture Year (Jul - Jun), 2013",692419,272008,13649,4854,350882,130,6928,642,1972,41354,69110,27756
193,India,2,Himachal Pradesh,16,Chamba,2014,"Agriculture Year (Jul - Jun), 2014",692419,272008,13649,4854,350882,130,6928,642,1772,41554,72102,30548
194,India,2,Himachal Pradesh,16,Chamba,2015,"Agriculture Year (Jul - Jun), 2015",692419,272008,13649,4854,350882,130,6928,642,1972,41354,70086,28732
195,India,2,Himachal Pradesh,16,Chamba,2016,"Agriculture Year (Jul - Jun), 2016",692419,272008,13649,4854,350882,130,6628,625,1779,41864,69776,27912
196,India,2,Himachal Pradesh,16,Chamba,2017,"Agriculture Year (Jul - Jun), 2017",692419,272008,13470,4854,350882,130,6894,627,2844,40710,66365,25655
197,India,2,Himachal Pradesh,16,Chamba,2018,"Agriculture Year (Jul - Jun), 2018",692419,272008,13549,4854,350882,130,6494,617,2722,41163,66543,25380
198,India,2,Himachal Pradesh,16,Chamba,2019,"Agriculture Year (Jul - Jun), 2019",692419,272008,13549,4854,350882,130,6464,617,5020,38895,66543,27648
199,India,2,Himachal Pradesh,17,Hamirpur,2011,"Agriculture Year (Jul - Jun), 2011",110224,18232,13257,13854,11511,1,11199,1540,5335,35295,67867,32572
200,India,2,Himachal Pradesh,17,Hamirpur,2012,"Agriculture Year (Jul - Jun), 2012",110224,18232,13257,13854,11473,1,11199,1540,5335,35333,69778,34445
201,India,2,Himachal Pradesh,17,Hamirpur,2013,"Agriculture Year (Jul - Jun), 2013",110224,18232,13257,13854,12099,0,10574,1520,5335,35353,69793,34440
202,India,2,Himachal Pradesh,17,Hamirpur,2014,"Agriculture Year (Jul - Jun), 2014",110224,18232,13257,13854,11443,14,11236,1520,5303,35365,70254,34889
203,India,2,Himachal Pradesh,17,Hamirpur,2015,"Agriculture Year (Jul - Jun), 2015",110224,18232,13257,13854,11443,0,11236,1944,5052,35206,70132,34926
204,India,2,Himachal Pradesh,17,Hamirpur,2016,"Agriculture Year (Jul - Jun), 2016",110224,18232,12473,13854,11451,0,12097,1944,5332,34841,69041,34200
205,India,2,Himachal Pradesh,17,Hamirpur,2017,"Agriculture Year (Jul - Jun), 2017",110224,18232,12473,13854,11451,0,12097,1944,5724,34449,67919,33470
206,India,2,Himachal Pradesh,17,Hamirpur,2018,"Agriculture Year (Jul - Jun), 2018",110224,18232,12473,13854,11451,0,12097,1944,5731,34442,67694,33252
207,India,2,Himachal Pradesh,17,Hamirpur,2019,"Agriculture Year (Jul - Jun), 2019",110224,18232,12473,13854,11451,0,12097,1944,5731,34442,66241,31799
208,India,2,Himachal Pradesh,18,Kangra,2011,"Agriculture Year (Jul - Jun), 2011",577681,232520,77669,14848,87865,8274,28204,1097,11456,115748,209410,93662
209,India,2,Himachal Pradesh,18,Kangra,2012,"Agriculture Year (Jul - Jun), 2012",577681,231178,74823,15182,91272,5665,29358,734,12152,117317,203268,85951
210,India,2,Himachal Pradesh,18,Kangra,2013,"Agriculture Year (Jul - Jun), 2013",577681,231178,75233,15182,91572,5665,29508,734,12226,116383,204450,88067
211,India,2,Himachal Pradesh,18,Kangra,2014,"Agriculture Year (Jul - Jun), 2014",577681,231178,75233,15182,91572,5665,29508,768,11836,116739,200286,83547
212,India,2,Himachal Pradesh,18,Kangra,2015,"Agriculture Year (Jul - Jun), 2015",577671,231518,75084,19758,84365,7474,27187,1384,13169,117732,212069,94337
213,India,2,Himachal Pradesh,18,Kangra,2016,"Agriculture Year (Jul - Jun), 2016",577681,231518,75084,19758,84365,7474,27187,1384,14111,116800,239922,123122
214,India,2,Himachal Pradesh,18,Kangra,2017,"Agriculture Year (Jul - Jun), 2017",577681,231178,75208,15399,89754,9418,23762,2435,21701,108826,206565,97739
215,India,2,Himachal Pradesh,18,Kangra,2018,"Agriculture Year (Jul - Jun), 2018",577681,231178,75208,15399,89754,9418,23762,2435,21701,108826,197078,88252
216,India,2,Himachal Pradesh,18,Kangra,2019,"Agriculture Year (Jul - Jun), 2019",577681,231178,75181,15399,89754,9498,23651,2435,25969,104616,195249,90633
217,India,2,Himachal Pradesh,19,Kinnaur,2011,"Agriculture Year (Jul - Jun), 2011",624216,38580,117892,132419,322047,101,3229,82,1472,8394,10091,1697
218,India,2,Himachal Pradesh,19,Kinnaur,2012,"Agriculture Year (Jul - Jun), 2012",624216,38702,118113,132232,321874,102,3186,129,1551,8327,9802,1475
219,India,2,Himachal Pradesh,19,Kinnaur,2013,"Agriculture Year (Jul - Jun), 2013",624216,38702,118114,132232,321884,85,3227,89,1666,8217,10522,2305
220,India,2,Himachal Pradesh,19,Kinnaur,2014,"Agriculture Year (Jul - Jun), 2014",624216,38702,118000,132238,321953,103,3163,93,1634,8330,10607,2277
221,India,2,Himachal Pradesh,19,Kinnaur,2015,"Agriculture Year (Jul - Jun), 2015",624201,38591,121696,130837,319136,231,3772,76,1692,8170,10803,2633
222,India,2,Himachal Pradesh,19,Kinnaur,2016,"Agriculture Year (Jul - Jun), 2016",624199,38592,121856,130843,319574,230,3180,122,1546,8256,10630,2374
223,India,2,Himachal Pradesh,19,Kinnaur,2017,"Agriculture Year (Jul - Jun), 2017",624201,38696,125763,130858,315656,225,3055,134,1802,8012,10636,2624
224,India,2,Himachal Pradesh,19,Kinnaur,2018,"Agriculture Year (Jul - Jun), 2018",624201,38694,125813,130830,315608,234,2986,167,1774,8095,10875,2780
225,India,2,Himachal Pradesh,19,Kinnaur,2019,"Agriculture Year (Jul - Jun), 2019",624201,37686,133403,124985,314899,235,2844,137,1751,8261,11092,2831
226,India,2,Himachal Pradesh,20,Kullu,2011,"Agriculture Year (Jul - Jun), 2011",64224,2520,7946,3204,3911,3796,980,823,2469,38575,58874,20299
227,India,2,Himachal Pradesh,20,Kullu,2012,"Agriculture Year (Jul - Jun), 2012",64224,2520,8124,3206,3911,3796,987,753,2677,38250,58139,19889
228,India,2,Himachal Pradesh,20,Kullu,2013,"Agriculture Year (Jul - Jun), 2013",64224,2520,8055,3032,4099,3070,2381,456,2940,37671,56379,18708
229,India,2,Himachal Pradesh,20,Kullu,2014,"Agriculture Year (Jul - Jun), 2014",65240,2520,7344,3078,5884,3070,2514,458,3061,37311,55507,18196
230,India,2,Himachal Pradesh,20,Kullu,2015,"Agriculture Year (Jul - Jun), 2015",65470,1627,7125,2734,7081,3629,2213,455,2676,37930,54194,16264
231,India,2,Himachal Pradesh,20,Kullu,2016,"Agriculture Year (Jul - Jun), 2016",65475,1627,7120,2733,7081,3629,2210,449,4155,36471,55545,19074
232,India,2,Himachal Pradesh,20,Kullu,2017,"Agriculture Year (Jul - Jun), 2017",65475,1627,7047,2730,7081,3629,2165,557,3461,37178,54622,17444
233,India,2,Himachal Pradesh,20,Kullu,2018,"Agriculture Year (Jul - Jun), 2018",65475,1627,7047,2729,7081,3629,2189,559,3152,37462,52899,15437
234,India,2,Himachal Pradesh,20,Kullu,2019,"Agriculture Year (Jul - Jun), 2019",65475,1627,7047,2733,7081,3629,2170,569,3057,37562,53312,15750
235,India,2,Himachal Pradesh,21,Lahul And Spiti,2011,"Agriculture Year (Jul - Jun), 2011",911195,137376,16859,541313,211448,112,566,2,140,3379,3489,110
236,India,2,Himachal Pradesh,21,Lahul And Spiti,2012,"Agriculture Year (Jul - Jun), 2012",911195,137376,16857,541313,211448,111,566,2,138,3384,3529,145
237,India,2,Himachal Pradesh,21,Lahul And Spiti,2013,"Agriculture Year (Jul - Jun), 2013",911195,137376,16857,541313,211448,110,565,2,127,3397,3563,166
238,India,2,Himachal Pradesh,21,Lahul And Spiti,2014,"Agriculture Year (Jul - Jun), 2014",911195,137376,16857,541313,211444,111,568,1,123,3402,3717,315
239,India,2,Himachal Pradesh,21,Lahul And Spiti,2015,"Agriculture Year (Jul - Jun), 2015",911199,137376,16857,541313,211448,111,568,1,128,3397,3435,38
240,India,2,Himachal Pradesh,21,Lahul And Spiti,2016,"Agriculture Year (Jul - Jun), 2016",911195,137376,16857,541313,211444,111,568,1,128,3397,4235,838
241,India,2,Himachal Pradesh,21,Lahul And Spiti,2017,"Agriculture Year (Jul - Jun), 2017",911195,137376,16858,541314,211240,146,567,1,192,3501,3543,42
242,India,2,Himachal Pradesh,21,Lahul And Spiti,2018,"Agriculture Year (Jul - Jun), 2018",911195,137376,16858,541314,211226,146,567,1,158,3549,3628,79
243,India,2,Himachal Pradesh,21,Lahul And Spiti,2019,"Agriculture Year (Jul - Jun), 2019",911195,137376,16868,541312,211239,144,568,2,152,3534,3544,10
244,India,2,Himachal Pradesh,22,Mandi,2011,"Agriculture Year (Jul - Jun), 2011",397948,175289,16158,6495,96249,352,4182,989,6713,91521,160103,68582
245,India,2,Himachal Pradesh,22,Mandi,2012,"Agriculture Year (Jul - Jun), 2012",397957,175249,15588,6711,96118,212,4753,1233,6157,91936,161599,69663
246,India,2,Himachal Pradesh,22,Mandi,2013,"Agriculture Year (Jul - Jun), 2013",398289,176937,17024,4220,96405,167,5104,1363,6069,91000,159489,68489
247,India,2,Himachal Pradesh,22,Mandi,2014,"Agriculture Year (Jul - Jun), 2014",398305,177521,21046,3642,94934,101,5068,1742,3647,90604,160960,70356
248,India,2,Himachal Pradesh,22,Mandi,2015,"Agriculture Year (Jul - Jun), 2015",398305,178514,21304,2957,93896,159,4790,1824,2306,92555,159076,66521
249,India,2,Himachal Pradesh,22,Mandi,2016,"Agriculture Year (Jul - Jun), 2016",398888,178812,22156,2850,94637,162,5409,1650,2406,90806,161890,71084
250,India,2,Himachal Pradesh,22,Mandi,2017,"Agriculture Year (Jul - Jun), 2017",397566,179320,23748,2190,90989,93,5727,1208,2425,91866,160185,68319
251,India,2,Himachal Pradesh,22,Mandi,2018,"Agriculture Year (Jul - Jun), 2018",397566,179247,23038,2710,91846,98,5832,1020,3309,90466,154935,64469
252,India,2,Himachal Pradesh,22,Mandi,2019,"Agriculture Year (Jul - Jun), 2019",397204,177649,21778,3240,92419,70,5598,899,3420,92131,161667,69536
253,India,2,Himachal Pradesh,23,Shimla,2011,"Agriculture Year (Jul - Jun), 2011",525326,150084,18118,11646,237957,7605,12471,5202,12623,69620,87951,18331
254,India,2,Himachal Pradesh,23,Shimla,2012,"Agriculture Year (Jul - Jun), 2012",525327,150084,18184,11646,237960,7605,11997,5234,11346,71271,87923,16652
255,India,2,Himachal Pradesh,23,Shimla,2013,"Agriculture Year (Jul - Jun), 2013",525327,150349,18183,11630,237724,7728,10863,5629,13320,69901,86926,17025
256,India,2,Himachal Pradesh,23,Shimla,2014,"Agriculture Year (Jul - Jun), 2014",525327,150349,18468,11947,236891,7708,10436,6934,13539,69055,86971,17916
257,India,2,Himachal Pradesh,23,Shimla,2015,"Agriculture Year (Jul - Jun), 2015",525327,150349,18540,12028,235865,7747,10731,6919,12815,70333,86292,15959
258,India,2,Himachal Pradesh,23,Shimla,2016,"Agriculture Year (Jul - Jun), 2016",525327,150349,18717,12149,235760,7644,10735,7160,12289,70524,86880,16356
259,India,2,Himachal Pradesh,23,Shimla,2017,"Agriculture Year (Jul - Jun), 2017",525327,150366,19016,12089,235256,7573,10716,6516,11840,71955,86270,14315
260,India,2,Himachal Pradesh,23,Shimla,2018,"Agriculture Year (Jul - Jun), 2018",525327,151564,18974,12087,233995,8626,10474,5357,11656,72594,87534,14940
261,India,2,Himachal Pradesh,23,Shimla,2019,"Agriculture Year (Jul - Jun), 2019",525327,151564,18845,12087,231122,8685,10058,6448,14730,71788,87095,15307
262,India,2,Himachal Pradesh,24,Sirmaur,2011,"Agriculture Year (Jul - Jun), 2011",224759,48682,10548,8520,59583,35790,11170,5549,4221,40696,75316,34620
263,India,2,Himachal Pradesh,24,Sirmaur,2012,"Agriculture Year (Jul - Jun), 2012",224759,48682,10594,8522,59583,35790,11241,5406,4706,40235,75914,35679
264,India,2,Himachal Pradesh,24,Sirmaur,2013,"Agriculture Year (Jul - Jun), 2013",224759,48670,10708,8526,59412,36252,10648,5264,4821,40458,75527,35069
265,India,2,Himachal Pradesh,24,Sirmaur,2014,"Agriculture Year (Jul - Jun), 2014",224759,48662,10660,8708,57008,37484,13185,2431,5132,41489,69007,27518
266,India,2,Himachal Pradesh,24,Sirmaur,2015,"Agriculture Year (Jul - Jun), 2015",224759,48419,12099,7109,55542,40396,12122,2932,6005,40135,75372,35237
267,India,2,Himachal Pradesh,24,Sirmaur,2016,"Agriculture Year (Jul - Jun), 2016",224759,48220,12971,6405,57506,38306,13797,2010,5476,40068,74889,34821
268,India,2,Himachal Pradesh,24,Sirmaur,2017,"Agriculture Year (Jul - Jun), 2017",224759,48143,12797,6471,57476,36808,16723,1949,5133,39259,74702,35443
269,India,2,Himachal Pradesh,24,Sirmaur,2018,"Agriculture Year (Jul - Jun), 2018",224759,48143,12848,6385,57727,36798,16351,1855,5422,39230,73535,34305
270,India,2,Himachal Pradesh,24,Sirmaur,2019,"Agriculture Year (Jul - Jun), 2019",224759,48130,12753,6348,58617,36279,16072,1812,5856,38892,73215,34323
271,India,2,Himachal Pradesh,25,Solan,2011,"Agriculture Year (Jul - Jun), 2011",180923,20271,12623,11862,77886,618,14072,3101,3491,36999,60738,23739
272,India,2,Himachal Pradesh,25,Solan,2012,"Agriculture Year (Jul - Jun), 2012",180946,20222,13529,11229,79319,1061,12951,2821,3909,35905,66191,30286
273,India,2,Himachal Pradesh,25,Solan,2013,"Agriculture Year (Jul - Jun), 2013",180946,20222,13529,11229,79319,1061,12951,2821,3909,35905,75078,39173
274,India,2,Himachal Pradesh,25,Solan,2014,"Agriculture Year (Jul - Jun), 2014",180946,20222,13529,11233,79319,1061,12947,2812,3918,35905,61712,25807
275,India,2,Himachal Pradesh,25,Solan,2015,"Agriculture Year (Jul - Jun), 2015",180945,20222,13529,11236,79319,1061,12943,2804,3926,35905,63664,27759
276,India,2,Himachal Pradesh,25,Solan,2016,"Agriculture Year (Jul - Jun), 2016",180945,20222,13529,11236,79319,1061,12943,2804,3926,35905,55561,19656
277,India,2,Himachal Pradesh,25,Solan,2017,"Agriculture Year (Jul - Jun), 2017",180984,20241,12926,12308,76540,918,14551,2553,4963,35984,56662,20678
278,India,2,Himachal Pradesh,25,Solan,2018,"Agriculture Year (Jul - Jun), 2018",180984,20241,12926,12308,76540,918,14551,2553,4963,35984,62109,26125
279,India,2,Himachal Pradesh,25,Solan,2019,"Agriculture Year (Jul - Jun), 2019",181786,21012,14914,10040,76248,480,14601,5037,9411,30043,55637,25594
280,India,2,Himachal Pradesh,26,Una,2011,"Agriculture Year (Jul - Jun), 2011",154875,16549,27494,24139,13532,6645,22640,2205,2649,39022,75188,36166
281,India,2,Himachal Pradesh,26,Una,2012,"Agriculture Year (Jul - Jun), 2012",154857,15962,27641,22660,13163,8149,22706,2303,3245,39028,74788,35760
282,India,2,Himachal Pradesh,26,Una,2013,"Agriculture Year (Jul - Jun), 2013",154857,15962,27641,22664,13161,8149,22504,2471,3181,39124,75518,36394
283,India,2,Himachal Pradesh,26,Una,2014,"Agriculture Year (Jul - Jun), 2014",155361,15962,29729,22664,13522,7659,21565,2613,2820,38827,75042,36215
284,India,2,Himachal Pradesh,26,Una,2015,"Agriculture Year (Jul - Jun), 2015",154857,15962,29729,22664,13522,7659,21565,2361,2620,38775,75680,36905
285,India,2,Himachal Pradesh,26,Una,2016,"Agriculture Year (Jul - Jun), 2016",154854,14632,20811,29668,16363,7719,21527,2254,3071,38809,75347,36538
286,India,2,Himachal Pradesh,26,Una,2017,"Agriculture Year (Jul - Jun), 2017",154924,12897,22370,31542,14677,9329,17984,1638,3230,41257,80917,39660
287,India,2,Himachal Pradesh,26,Una,2018,"Agriculture Year (Jul - Jun), 2018",154924,12912,22457,28620,16609,10427,18884,1581,2724,40710,78407,37697
288,India,2,Himachal Pradesh,26,Una,2019,"Agriculture Year (Jul - Jun), 2019",154926,12912,22457,28620,16604,10427,18884,1581,3000,40441,78017,37576
289,India,3,Punjab,27,Amritsar,2011,"Agriculture Year (Jul - Jun), 2011",263570,9587,32210,184,0,0,270,0,4162,217157,422480,205323
290,India,3,Punjab,27,Amritsar,2012,"Agriculture Year (Jul - Jun), 2012",263570,2608,39722,169,0,0,262,0,1838,218971,416928,197957
291,India,3,Punjab,27,Amritsar,2013,"Agriculture Year (Jul - Jun), 2013",263570,2528,40538,185,0,0,262,0,86,219971,417524,197553
292,India,3,Punjab,27,Amritsar,2014,"Agriculture Year (Jul - Jun), 2014",263570,2528,41378,129,0,0,260,0,73,219202,414392,195190
293,India,3,Punjab,27,Amritsar,2015,"Agriculture Year (Jul - Jun), 2015",263570,2528,41378,129,0,0,260,0,73,219202,439899,220697
294,India,3,Punjab,27,Amritsar,2016,"Agriculture Year (Jul - Jun), 2016",263570,2528,41378,144,0,0,260,0,80,219180,410693,191513
295,India,3,Punjab,27,Amritsar,2017,"Agriculture Year (Jul - Jun), 2017",263570,2528,41388,144,0,0,260,0,70,219180,415944,196764
296,India,3,Punjab,27,Amritsar,2018,"Agriculture Year (Jul - Jun), 2018",263570,2508,41408,144,0,0,260,0,73,219177,415088,195911
297,India,3,Punjab,27,Amritsar,2019,"Agriculture Year (Jul - Jun), 2019",263570,2508,41428,144,0,0,260,0,57,219173,419531,200358
298,India,3,Punjab,28,Bathinda,2011,"Agriculture Year (Jul - Jun), 2011",336725,5862,334,0,0,0,34596,0,0,295933,555383,259450
299,India,3,Punjab,28,Bathinda,2012,"Agriculture Year (Jul - Jun), 2012",336725,533,78,0,0,0,34861,0,0,301253,558120,256867
300,India,3,Punjab,28,Bathinda,2013,"Agriculture Year (Jul - Jun), 2013",336725,532,34950,63,0,0,0,0,0,301180,554552,253372
301,India,3,Punjab,28,Bathinda,2014,"Agriculture Year (Jul - Jun), 2014",336725,5862,36840,153,0,0,0,0,0,293870,558050,264180
302,India,3,Punjab,28,Bathinda,2015,"Agriculture Year (Jul - Jun), 2015",336725,5862,36877,184,0,0,0,0,0,293802,558495,264693
303,India,3,Punjab,28,Bathinda,2016,"Agriculture Year (Jul - Jun), 2016",336725,5862,36900,289,0,0,0,0,0,293674,549303,255629
304,India,3,Punjab,28,Bathinda,2017,"Agriculture Year (Jul - Jun), 2017",336725,5862,37261,184,0,0,0,0,0,293418,558863,265445
305,India,3,Punjab,28,Bathinda,2018,"Agriculture Year (Jul - Jun), 2018",336725,5862,37351,172,0,0,0,0,0,293340,556106,262766
